Tarih,Başlık,Metin,ParsedDate,Month,english_text,lemmatized_text,stemmed_text
"Thu, 08 Feb 2018 08:00:00 GMT",Sıçanlar da ticaret yapıyor - rudaw.net,sıçanlar da ticaret yapıyor rudaw net,2018-02-08 08:00:00,2,Rats also trade rudaw net,rat also trade rudaw net,rat also trade rudaw net
"Fri, 14 Sep 2018 07:00:00 GMT",Bursa'nın ticaret ve alışveriş vitrini: Kapalı Çarşı - Anadolu Ajansı,bursa nın ticaret ve alışveriş vitrini kapalı çarşı anadolu ajansı,2018-09-14 07:00:00,9,Bursa's trade and shopping showcase Grand Bazaar Anatolian Agency,bursa trade shopping showcase grand bazaar anatolian agency,bursa trade shop showcas grand bazaar anatolian agenc
"Fri, 23 Nov 2018 08:00:00 GMT",Ticaret Bakanı Pekcan mezun olduğu liseyi ziyaret etti - Anadolu Ajansı,ticaret bakanı pekcan mezun olduğu liseyi ziyaret etti anadolu ajansı,2018-11-23 08:00:00,11,Minister of Commerce Pekcan visited the high school he graduated from Anadolu Agency,minister commerce pekcan visit high school graduate anadolu agency,minist commerc pekcan visit high school graduat anadolu agenc
"Thu, 26 Jul 2018 07:00:00 GMT",ABD Başkanı Trump: Avrupa Birliği'yle gümrükleri karşılıklı kaldırmak için çalışacağız - BBC,abd başkanı trump avrupa birliği yle gümrükleri karşılıklı kaldırmak için çalışacağız bbc,2018-07-26 07:00:00,7,"US President Trump, we will work with the European Union to mutually remove tariffs BBC",u president trump work european union mutually remove tariff bbc,us presid trump work european union mutual remov tariff bbc
"Thu, 22 Nov 2018 08:00:00 GMT",Yazılı İletişim Ve Raporlama Eğitimi - Giresun Ticaret ve Sanayi Odası,yazılı i̇letişim ve raporlama eğitimi giresun ticaret ve sanayi odası,2018-11-22 08:00:00,11,written communication and reporting training giresun chamber of commerce and industry,write communication reporting training giresun chamber commerce industry,written commun report train giresun chamber commerc industri
"Tue, 27 Nov 2018 08:00:00 GMT",Trump: Brexit Anlaşması ABD-İngiltere ticaretini tehdit ediyor - BBC,trump brexit anlaşması abd i̇ngiltere ticaretini tehdit ediyor bbc,2018-11-27 08:00:00,11,trump brexit deal threatens us uk trade bbc,trump brexit deal threatens u uk trade bbc,trump brexit deal threaten us uk trade bbc
"Mon, 16 Jul 2018 07:00:00 GMT",Son dakika... Osmaniye Ticaret ve Sanayi Odası'na silahlı saldırı - Hürriyet,son dakika osmaniye ticaret ve sanayi odası na silahlı saldırı hürriyet,2018-07-16 07:00:00,7,Last minute armed attack on Osmaniye Chamber of Commerce and Industry Hürriyet,last minute arm attack osmaniye chamber commerce industry hürriyet,last minut arm attack osmaniy chamber commerc industri hürriyet
"Mon, 08 Oct 2018 07:00:00 GMT",Son dakika: Ticaret Bakanlığı'ndan fiyat artışları hakkında açıklama - İş-Yaşam Haberleri - Habertürk,son dakika ticaret bakanlığı ndan fiyat artışları hakkında açıklama i̇ş yaşam haberleri habertürk,2018-10-08 07:00:00,10,Last minute statement from the Ministry of Commerce about price increases business life news haberturk,last minute statement ministry commerce price increase business life news haberturk,last minut statement ministri commerc price increas busi life news haberturk
"Tue, 17 Jul 2018 07:00:00 GMT",Ticaret savaşına karşı en korunmasız paralar - Uzmanpara,ticaret savaşına karşı en korunmasız paralar uzmanpara,2018-07-17 07:00:00,7,Currencies most vulnerable to trade war Uzmanpara,currency vulnerable trade war uzmanpara,currenc vulner trade war uzmanpara
"Mon, 16 Jul 2018 07:00:00 GMT",ABD Türkiye'yi DTÖ'ye şikayet etti - DW,abd türkiye yi dtö ye şikayet etti dw,2018-07-16 07:00:00,7,USA complained about Turkey to WTO dw,usa complain turkey wto dw,usa complain turkey wto dw
"Wed, 19 Dec 2018 08:00:00 GMT",Ticaret Bakanı Ruhsar Pekcan: Türkiye'nin neredeyse tüm iddiaları haklı bulundu - Anadolu Ajansı,ticaret bakanı ruhsar pekcan türkiye nin neredeyse tüm iddiaları haklı bulundu anadolu ajansı,2018-12-19 08:00:00,12,Trade Minister Ruhsar Pekcan Almost all of Turkey's claims were found to be justified Anadolu Agency,trade minister ruhsar pekcan almost turkey claim found justified anadolu agency,trade minist ruhsar pekcan almost turkey claim found justifi anadolu agenc
"Sun, 28 Oct 2018 07:00:00 GMT",Tarihi külliyede ticaret kadınlara emanet - Anadolu Ajansı,tarihi külliyede ticaret kadınlara emanet anadolu ajansı,2018-10-28 07:00:00,10,Trade in the historical social complex is entrusted to women Anadolu Agency,trade historical social complex entrust woman anadolu agency,trade histor social complex entrust women anadolu agenc
"Mon, 05 Nov 2018 08:00:00 GMT",Bir E-Ticaret Devi Daha Kepenk İndirdi: 1V1Y Kapanıyor - Branding Türkiye,bir e ticaret devi daha kepenk i̇ndirdi onevoney kapanıyor branding türkiye,2018-11-05 08:00:00,11,"Another e-commerce giant has closed its doors, onevoney is closing down branding Türkiye",another giant close door onevoney closing branding türkiye,anoth giant close door onevoney close brand türkiy
"Sun, 12 Aug 2018 07:00:00 GMT","Tarih, kültür ve ticaret merkezi: Ankara Kalesi - Anadolu Ajansı",tarih kültür ve ticaret merkezi ankara kalesi anadolu ajansı,2018-08-12 07:00:00,8,history culture and trade center ankara castle anadolu agency,history culture trade center ankara castle anadolu agency,histori cultur trade center ankara castl anadolu agenc
"Thu, 20 Sep 2018 07:00:00 GMT",Eynesil Su Ürünleri Kooperatif Başkanı Kılıç’tan Ziyaret - Giresun Ticaret ve Sanayi Odası,eynesil su ürünleri kooperatif başkanı kılıç tan ziyaret giresun ticaret ve sanayi odası,2018-09-20 07:00:00,9,President of Eynesil Fisheries Cooperative Kılı Tan visits Giresun Chamber of Commerce and Industry,president eynesil fishery cooperative kılı tan visit giresun chamber commerce industry,presid eynesil fisheri cooper kılı tan visit giresun chamber commerc industri
"Mon, 09 Jul 2018 07:00:00 GMT",Fransa: ABD ile ticaret savaşı çoktan başladı - Uzmanpara,fransa abd ile ticaret savaşı çoktan başladı uzmanpara,2018-07-09 07:00:00,7,The trade war between France and the USA has already started. Uzmanpara,trade war france usa already start uzmanpara,trade war franc usa alreadi start uzmanpara
"Sun, 02 Dec 2018 08:00:00 GMT",Trump: Çin ABD'de üretilen otomobillerde gümrük vergisini kaldırmayı kabul etti - BBC,trump çin abd de üretilen otomobillerde gümrük vergisini kaldırmayı kabul etti bbc,2018-12-02 08:00:00,12,trump china agrees to lift tariffs on cars made in us bbc,trump china agrees lift tariff car make u bbc,trump china agre lift tariff car made us bbc
"Tue, 23 Jan 2018 08:00:00 GMT",KIRLANGIÇ GELİR İDARESİ GURUP BAŞKANI’NI AĞIRLADI - Amasya Ticaret ve Sanayi Odası,kirlangiç geli̇r i̇daresi̇ gurup başkani ni ağirladi amasya ticaret ve sanayi odası,2018-01-23 08:00:00,1,kirlangiç revenue administration hosted the group president amasya chamber of commerce and industry,kirlangiç revenue administration host group president amasya chamber commerce industry,kirlangiç revenu administr host group presid amasya chamber commerc industri
"Mon, 13 Aug 2018 07:00:00 GMT",Türkiye ve Venezuela neden yakınlaştı? - BBC,türkiye ve venezuela neden yakınlaştı bbc,2018-08-13 07:00:00,8,Why did Türkiye and venezuela get closer bbc,türkiye venezuela get closer bbc,türkiy venezuela get closer bbc
"Thu, 22 Nov 2018 08:00:00 GMT",Samsun Ticaret Borsası Başkanının oğluna silahlı saldırı - TRT Haber,samsun ticaret borsası başkanının oğluna silahlı saldırı trt haber,2018-11-22 08:00:00,11,"Armed attack on the son of the president of Samsun Commodity Exchange, TRT news",arm attack son president samsun commodity exchange trt news,arm attack son presid samsun commod exchang trt news
"Fri, 02 Nov 2018 07:00:00 GMT",Trump: Çin lideri Xi ticaret anlaşması istiyor - Uzmanpara,trump çin lideri xi ticaret anlaşması istiyor uzmanpara,2018-11-02 07:00:00,11,trump wants chinese leader xi trade deal Uzmanpara,trump want chinese leader xi trade deal uzmanpara,trump want chines leader xi trade deal uzmanpara
"Tue, 10 Apr 2018 07:00:00 GMT",İMEAK Deniz Ticaret Odası Yeni Dönem Meclis Üyeleri Listesi - MarineDeal News,i̇meak deniz ticaret odası yeni dönem meclis üyeleri listesi marinedeal news,2018-04-10 07:00:00,4,imeak chamber of maritime commerce new term council members list marinedeal news,imeak chamber maritime commerce new term council member list marinedeal news,imeak chamber maritim commerc new term council member list marined news
"Sat, 20 Oct 2018 07:00:00 GMT",Giresun Liman İşletmecisi Şehri Bilgilendirmelidir - Giresun Ticaret ve Sanayi Odası,giresun liman i̇şletmecisi şehri bilgilendirmelidir giresun ticaret ve sanayi odası,2018-10-20 07:00:00,10,giresun port operator must inform the city giresun chamber of commerce and industry,giresun port operator must inform city giresun chamber commerce industry,giresun port oper must inform citi giresun chamber commerc industri
"Tue, 27 Mar 2018 07:00:00 GMT",KIRLANGIÇ’A ZİRAAT BANKASI YETKİLİLERİNDEN DAVET - Amasya Ticaret ve Sanayi Odası,kirlangiç a zi̇raat bankasi yetki̇li̇leri̇nden davet amasya ticaret ve sanayi odası,2018-03-27 07:00:00,3,"invitation from officials of Zi̇raat Bank to Kirlangiç, Amasya Chamber of Commerce and Industry",invitation official bank kirlangiç amasya chamber commerce industry,invit offici bank kirlangiç amasya chamber commerc industri
"Thu, 26 Jul 2018 07:00:00 GMT",TÜPRAŞ Londra`da ticaret ofisi açıyor - Uzmanpara,tüpraş londra da ticaret ofisi açıyor uzmanpara,2018-07-26 07:00:00,7,Tüpraş opens a commercial office in London Uzmanpara,tüpraş open commercial office london uzmanpara,tüpraş open commerci offic london uzmanpara
"Tue, 17 Jul 2018 07:00:00 GMT",Ticaret savaşına karşı en korunmasız paralar frank ve İskandinav paraları | Son dakika ekonomi haberleri - Bloomberght,ticaret savaşına karşı en korunmasız paralar frank ve i̇skandinav paraları son dakika ekonomi haberleri bloomberght,2018-07-17 07:00:00,7,The currencies most vulnerable to the trade war are the franc and the Scandinavian currencies. breaking economic news bloomberght,currency vulnerable trade war franc scandinavian currency break economic news bloomberght,currenc vulner trade war franc scandinavian currenc break econom news bloomberght
"Sat, 27 Oct 2018 07:00:00 GMT",Hasan Çakırmelikoğlu’ndan Cumhurbaşkanımıza Teşekkür - Giresun Ticaret ve Sanayi Odası,hasan çakırmelikoğlu ndan cumhurbaşkanımıza teşekkür giresun ticaret ve sanayi odası,2018-10-27 07:00:00,10,Thank you from Hasan Çakırmelikoğlu to our President Giresun Chamber of Commerce and Industry,thank hasan çakırmelikoğlu president giresun chamber commerce industry,thank hasan çakırmelikoğlu presid giresun chamber commerc industri
"Thu, 26 Jul 2018 07:00:00 GMT",K24 ÖZEL - Kürtler en çok ne satın alıyor? / İL İL LİSTE - kurdistan24.net,ktwenty four özel kürtler en çok ne satın alıyor i̇l i̇l li̇ste kurdistantwenty four net,2018-07-26 07:00:00,7,ktwenty four special what do kurds buy the most provincial list kurdistantwenty four net,ktwenty four special kurd buy provincial list kurdistantwenty four net,ktwenti four special kurd buy provinci list kurdistantwenti four net
"Mon, 05 Feb 2018 08:00:00 GMT",Sıçanlar birbirleriyle ticaret yapıyor! - birgun.net,sıçanlar birbirleriyle ticaret yapıyor birgun net,2018-02-05 08:00:00,2,Rats trade with each other on a daily basis,rat trade daily basis,rat trade daili basi
"Tue, 17 Jul 2018 07:00:00 GMT",İşte Adnan Oktar'ın mahkeme kararı ile el konulan 86 şirketi - Hürriyet,i̇şte adnan oktar ın mahkeme kararı ile el konulan eighty six şirketi hürriyet,2018-07-17 07:00:00,7,"Here is Adnan Oktar's Eighty Six company, which was seized by the court decision Hürriyet",adnan oktar eighty six company seize court decision hürriyet,adnan oktar eighti six compani seiz court decis hürriyet
"Mon, 24 Dec 2018 08:00:00 GMT",MHP Giresun Belediye Başkan Adayı Yılmaz’dan Ziyaret - Giresun Ticaret ve Sanayi Odası,mhp giresun belediye başkan adayı yılmaz dan ziyaret giresun ticaret ve sanayi odası,2018-12-24 08:00:00,12,Visit from mhp giresun mayor candidate yılmaz giresun chamber of commerce and industry,visit mhp giresun mayor candidate yılmaz giresun chamber commerce industry,visit mhp giresun mayor candid yılmaz giresun chamber commerc industri
"Sat, 15 Dec 2018 08:00:00 GMT",İnternet alışverişinde yeni dönem - Anadolu Ajansı,i̇nternet alışverişinde yeni dönem anadolu ajansı,2018-12-15 08:00:00,12,"Anadolu Agency, a new era in internet shopping",anadolu agency new era internet shopping,anadolu agenc new era internet shop
"Wed, 21 Nov 2018 08:00:00 GMT",Mehmet Ağar'ın vekil oğlunun İstanbul Ticaret Odası'nın kayıtlarında 15 kaydı var! - T24,mehmet ağar ın vekil oğlunun i̇stanbul ticaret odası nın kayıtlarında fifteen kaydı var ttwenty four,2018-11-21 08:00:00,11,Mehmet Ağar's proxy son has fifteen records in the records of the Istanbul Chamber of Commerce ttwenty four,mehmet ağar proxy son fifteen record record istanbul chamber commerce ttwenty four,mehmet ağar proxi son fifteen record record istanbul chamber commerc ttwenti four
"Tue, 20 Mar 2018 07:00:00 GMT","Türkiye, AB'nin beşinci en büyük ticaret ortağı - TRT Haber",türkiye ab nin beşinci en büyük ticaret ortağı trt haber,2018-03-20 07:00:00,3,Türkiye is the fifth largest trading partner of the eu trt news,türkiye fifth large trading partner eu trt news,türkiy fifth largest trade partner eu trt news
"Sun, 25 Nov 2018 08:00:00 GMT",Batman ve Diyarbakırlı iş adamları Irak'ta iş birliği protokolü imzaladı - Anadolu Ajansı,batman ve diyarbakırlı iş adamları irak ta iş birliği protokolü imzaladı anadolu ajansı,2018-11-25 08:00:00,11,Batman and businessmen from Diyarbakır signed a cooperation protocol in Iraq Anadolu Agency,batman businessmen diyarbakır sign cooperation protocol iraq anadolu agency,batman businessmen diyarbakır sign cooper protocol iraq anadolu agenc
"Tue, 19 Jun 2018 07:00:00 GMT",Prof. BALCIOĞLU’ndan Ziyaret - Giresun Ticaret ve Sanayi Odası,prof balcioğlu ndan ziyaret giresun ticaret ve sanayi odası,2018-06-19 07:00:00,6,visit from prof balcioğlu giresun chamber of commerce and industry,visit prof balcioğlu giresun chamber commerce industry,visit prof balcioğlu giresun chamber commerc industri
"Wed, 10 Oct 2018 07:00:00 GMT",'Afrika'nın kalkınmasına özel önem veriyoruz' - Anadolu Ajansı,afrika nın kalkınmasına özel önem veriyoruz anadolu ajansı,2018-10-10 07:00:00,10,We attach special importance to the development of Africa Anadolu Agency,attach special importance development africa anadolu agency,attach special import develop africa anadolu agenc
"Fri, 13 Apr 2018 07:00:00 GMT",İMEAK Deniz Ticaret Odası Yönetim Kurulu ve Organ Seçimi yapıldı - Deniz Haber,i̇meak deniz ticaret odası yönetim kurulu ve organ seçimi yapıldı deniz haber,2018-04-13 07:00:00,4,i̇meak maritime chamber of commerce board and body election was held marine news,maritime chamber commerce board body election held marine news,maritim chamber commerc board bodi elect held marin news
"Fri, 29 Jun 2018 07:00:00 GMT",Gelişen ülkeler ticaret savaşı kurbanı! - Dünya Gazetesi,gelişen ülkeler ticaret savaşı kurbanı dünya gazetesi,2018-06-29 07:00:00,6,developing countries are victims of trade war world newspaper,develop country victim trade war world newspaper,develop countri victim trade war world newspap
"Mon, 24 Sep 2018 07:00:00 GMT","Çin, ürünlerine ek gümrük vergileri koyan ABD'yi 'zorbalıkla' suçladı - BBC",çin ürünlerine ek gümrük vergileri koyan abd yi zorbalıkla suçladı bbc,2018-09-24 07:00:00,9,BBC accuses the USA of bullying by imposing additional customs duties on Chinese products,bbc accuses usa bullying impose additional custom duty chinese product,bbc accus usa bulli impos addit custom duti chines product
"Tue, 12 Jun 2018 07:00:00 GMT",Samuray Giyim Mağazası Açıldı - Giresun Ticaret ve Sanayi Odası,samuray giyim mağazası açıldı giresun ticaret ve sanayi odası,2018-06-12 07:00:00,6,samurai clothing store opened giresun chamber of commerce and industry,samurai clothing store open giresun chamber commerce industry,samurai cloth store open giresun chamber commerc industri
"Tue, 07 Aug 2018 07:00:00 GMT","UND Heyeti, Ulaştırma ve Ticaret Bakanlıklarını ziyaret etti - Deniz Haber",und heyeti ulaştırma ve ticaret bakanlıklarını ziyaret etti deniz haber,2018-08-07 07:00:00,8,UND delegation visited the ministries of transport and trade Deniz News,und delegation visit ministry transport trade deniz news,und deleg visit ministri transport trade deniz news
"Thu, 12 Apr 2018 07:00:00 GMT",Mersin Deniz Ticaret Odası’nda seçimler sonuçlandı - Deniz Haber,mersin deniz ticaret odası nda seçimler sonuçlandı deniz haber,2018-04-12 07:00:00,4,"Elections concluded in Mersin Chamber of Maritime Commerce, marine news",election conclude mersin chamber maritime commerce marine news,elect conclud mersin chamber maritim commerc marin news
"Wed, 01 Aug 2018 07:00:00 GMT",İstanbul Ticaret Üniversitesi 2018 Taban Puanları ve Başarı Sıralamaları - Onedio,i̇stanbul ticaret üniversitesi two thousand and eighteen taban puanları ve başarı sıralamaları onedio,2018-08-01 07:00:00,8,Istanbul Commerce University Two Thousand and Eighteen Base Scores and Success Rankings Onedio,istanbul commerce university two thousand eighteen base score success ranking onedio,istanbul commerc univers two thousand eighteen base score success rank onedio
"Fri, 02 Nov 2018 07:00:00 GMT",AA Finans'ın ekim ayı 'Enflasyon Beklenti Anketi' sonuçlandı - Anadolu Ajansı,aa finans ın ekim ayı enflasyon beklenti anketi sonuçlandı anadolu ajansı,2018-11-02 07:00:00,11,AA Finans' October inflation expectations survey has been concluded. Anadolu Agency,aa finans october inflation expectation survey conclude anadolu agency,aa finan octob inflat expect survey conclud anadolu agenc
"Wed, 28 Feb 2018 08:00:00 GMT",Türkiye Finans Katılım Bankası Genel Merkez Binası İç Mekan Projesi - Arkitera,türkiye finans katılım bankası genel merkez binası i̇ç mekan projesi arkitera,2018-02-28 08:00:00,2,Türkiye finance participation bank headquarters building interior project arkitera,türkiye finance participation bank headquarters building interior project arkitera,türkiy financ particip bank headquart build interior project arkitera
"Wed, 26 Dec 2018 08:00:00 GMT",Finans dünyasındaki gelişmeleri kullanıcı ihtiyaçları belirliyor - BThaber,finans dünyasındaki gelişmeleri kullanıcı ihtiyaçları belirliyor bthaber,2018-12-26 08:00:00,12,User needs determine the developments in the financial world bthaber,user need determine development financial world bthaber,user need determin develop financi world bthaber
"Thu, 03 May 2018 07:00:00 GMT",Finans Sektörü Ekonomiyi Değerlendirdi - Giresun Ticaret ve Sanayi Odası,finans sektörü ekonomiyi değerlendirdi giresun ticaret ve sanayi odası,2018-05-03 07:00:00,5,financial sector evaluated the economy giresun chamber of commerce and industry,financial sector evaluate economy giresun chamber commerce industry,financi sector evalu economi giresun chamber commerc industri
"Wed, 23 May 2018 07:00:00 GMT",Türkiye Finans'ta yeni dönem - MediaCat - MediaCat,türkiye finans ta yeni dönem mediacat mediacat,2018-05-23 07:00:00,5,New era in Turkish finance mediacat mediacat,new era turkish finance mediacat mediacat,new era turkish financ mediacat mediacat
"Wed, 29 Aug 2018 07:00:00 GMT",AA Finans'ın 'Enflasyon Beklenti Anketi' sonuçlandı - Anadolu Ajansı,aa finans ın enflasyon beklenti anketi sonuçlandı anadolu ajansı,2018-08-29 07:00:00,8,AA Finans' inflation expectation survey has been concluded. Anadolu Agency,aa finans inflation expectation survey conclude anadolu agency,aa finan inflat expect survey conclud anadolu agenc
"Fri, 26 Oct 2018 07:00:00 GMT","Türkiye, blockchain tabanlı dijital finans merkezi olmaya aday! - BThaber",türkiye blockchain tabanlı dijital finans merkezi olmaya aday bthaber,2018-10-26 07:00:00,10,Türkiye is a candidate to become a blockchain-based digital finance center bthaber,türkiye candidate become digital finance center bthaber,türkiy candid becom digit financ center bthaber
"Wed, 12 Sep 2018 07:00:00 GMT",QNB Finansbank ve Koç Üniversitesi'nden iş birliği - Anadolu Ajansı,qnb finansbank ve koç üniversitesi nden iş birliği anadolu ajansı,2018-09-12 07:00:00,9,"Cooperation between QNB Finansbank and Koç University, Anadolu Agency",cooperation qnb finansbank koç university anadolu agency,cooper qnb finansbank koç univers anadolu agenc
"Wed, 11 Jul 2018 07:00:00 GMT",QNB Finansbank’ta İnsan Kaynaklarına yeni direktör - Anadolu Ajansı,qnb finansbank ta i̇nsan kaynaklarına yeni direktör anadolu ajansı,2018-07-11 07:00:00,7,New director of human resources at QNB Finansbank Anadolu Agency,new director human resource qnb finansbank anadolu agency,new director human resourc qnb finansbank anadolu agenc
"Tue, 04 Sep 2018 07:00:00 GMT",Albayrak Londra'da finans kuruluşu yöneticileri ile görüştü - Anadolu Ajansı,albayrak londra da finans kuruluşu yöneticileri ile görüştü anadolu ajansı,2018-09-04 07:00:00,9,Albayrak met with financial institution managers in London Anadolu Agency,albayrak met financial institution manager london anadolu agency,albayrak met financi institut manag london anadolu agenc
"Thu, 10 May 2018 07:00:00 GMT",QNB Finansbank Anadolu Buluşmaları - Anadolu Ajansı,qnb finansbank anadolu buluşmaları anadolu ajansı,2018-05-10 07:00:00,5,qnb Finansbank Anatolian Meetings Anatolian Agency,qnb finansbank anatolian meeting anatolian agency,qnb finansbank anatolian meet anatolian agenc
"Fri, 07 Dec 2018 08:00:00 GMT",'Finans sektörü doğru araçlarla desteklenmeli' - Anadolu Ajansı,finans sektörü doğru araçlarla desteklenmeli anadolu ajansı,2018-12-07 08:00:00,12,The financial sector should be supported with the right tools Anadolu Agency,financial sector support right tool anadolu agency,financi sector support right tool anadolu agenc
"Mon, 14 May 2018 07:00:00 GMT","Albaraka Türk, ""Pakistan Ülke Günü"" düzenledi - Anadolu Ajansı",albaraka türk pakistan ülke günü düzenledi anadolu ajansı,2018-05-14 07:00:00,5,albaraka turkish pakistan country day organized anadolu agency,albaraka turkish pakistan country day organize anadolu agency,albaraka turkish pakistan countri day organ anadolu agenc
"Wed, 14 Feb 2018 08:00:00 GMT","QNB, Orta Doğu ve Afrika'nın en değerli bankası - Anadolu Ajansı",qnb orta doğu ve afrika nın en değerli bankası anadolu ajansı,2018-02-14 08:00:00,2,QNB is the most valuable bank in the Middle East and Africa Anadolu Agency,qnb valuable bank middle east africa anadolu agency,qnb valuabl bank middl east africa anadolu agenc
"Fri, 11 May 2018 07:00:00 GMT","TEB Özel Bankacılık, ""fark yaratan yatırımlara"" destek olacak - Anadolu Ajansı",teb özel bankacılık fark yaratan yatırımlara destek olacak anadolu ajansı,2018-05-11 07:00:00,5,teb private banking will support investments that make a difference anadolu agency,teb private banking support investment make difference anadolu agency,teb privat bank support invest make differ anadolu agenc
"Wed, 06 Jun 2018 07:00:00 GMT","TYDTA Başkanı Arda Ermut, AA Finans Masası'na konuk olacak - Anadolu Ajansı",tydta başkanı arda ermut aa finans masası na konuk olacak anadolu ajansı,2018-06-06 07:00:00,6,TYDTA President Arda Ermut will be a guest at the AA Finance Desk Anadolu Agency,tydta president arda ermut guest aa finance desk anadolu agency,tydta presid arda ermut guest aa financ desk anadolu agenc
"Mon, 22 Jan 2018 08:00:00 GMT",Erhan Topaç AA Finans Masası'na konuk olacak - Anadolu Ajansı,erhan topaç aa finans masası na konuk olacak anadolu ajansı,2018-01-22 08:00:00,1,Erhan Topaç will be a guest at AA Finance Desk Anadolu Agency,erhan topaç guest aa finance desk anadolu agency,erhan topaç guest aa financ desk anadolu agenc
"Mon, 19 Nov 2018 08:00:00 GMT",Akbank'a iki uluslararası ödül - Anadolu Ajansı,akbank a iki uluslararası ödül anadolu ajansı,2018-11-19 08:00:00,11,Two international awards to Akbank Anadolu Agency,two international award akbank anadolu agency,two intern award akbank anadolu agenc
"Sun, 28 Jan 2018 08:00:00 GMT",TİM Başkanı Büyükekşi AA Finans Masası'na konuk olacak - Anadolu Ajansı,ti̇m başkanı büyükekşi aa finans masası na konuk olacak anadolu ajansı,2018-01-28 08:00:00,1,Team President Büyükekşi will be a guest at AA Finance Desk Anadolu Agency,team president büyükekşi guest aa finance desk anadolu agency,team presid büyükekşi guest aa financ desk anadolu agenc
"Wed, 04 Apr 2018 07:00:00 GMT","TÜSİAD Başkanı Bilecik, AA Finans Masası'na konuk olacak - Anadolu Ajansı",tüsi̇ad başkanı bilecik aa finans masası na konuk olacak anadolu ajansı,2018-04-04 07:00:00,4,TUSIAD President will be a guest at Bilecik AA Finance Desk Anadolu Agency,tusiad president guest bilecik aa finance desk anadolu agency,tusiad presid guest bilecik aa financ desk anadolu agenc
"Fri, 29 Jun 2018 07:00:00 GMT",Türkiye Finans'tan 130 milyon liralık kira sertifikası halka arzı | Son dakika ekonomi haberleri - Bloomberght,türkiye finans tan one hundred and thirty milyon liralık kira sertifikası halka arzı son dakika ekonomi haberleri bloomberght,2018-06-29 07:00:00,6,one hundred and thirty million lira lease certificate public offering from Türkiye finance last minute economy news bloomberght,one hundred thirty million lira lease certificate public offering türkiye finance last minute economy news bloomberght,one hundr thirti million lira leas certif public offer türkiy financ last minut economi news bloomberght
"Thu, 08 Feb 2018 08:00:00 GMT","TOKİ Başkanı Turan, AA Finans Masası'na konuk olacak - Anadolu Ajansı",toki̇ başkanı turan aa finans masası na konuk olacak anadolu ajansı,2018-02-08 08:00:00,2,TOKI President Turan AA will be a guest at the Finance Desk Anadolu Agency,toki president turan aa guest finance desk anadolu agency,toki presid turan aa guest financ desk anadolu agenc
"Mon, 12 Nov 2018 08:00:00 GMT","İSO Başkanı Erdal Bahçıvan, AA Finans Masası'na konuk olacak - Anadolu Ajansı",i̇so başkanı erdal bahçıvan aa finans masası na konuk olacak anadolu ajansı,2018-11-12 08:00:00,11,ISO President Erdal Bahçe will be a guest at AA Finance Desk Anadolu Agency,iso president erdal bahçe guest aa finance desk anadolu agency,iso presid erdal bahç guest aa financ desk anadolu agenc
"Fri, 09 Feb 2018 08:00:00 GMT",QNB Finansinvest’in CEO`su BTCTürk`ü satın aldı - Uzmanpara,qnb finansinvest in ceo su btctürk ü satın aldı uzmanpara,2018-02-09 08:00:00,2,qnb Finansinvest's CEO bought BTCTÜRK Uzmanpara,qnb finansinvest ceo bought btctürk uzmanpara,qnb finansinvest ceo bought btctürk uzmanpara
"Thu, 16 Aug 2018 07:00:00 GMT",Bakan Albayrak Almanya Finans Bakanı ile görüştü - Anadolu Ajansı,bakan albayrak almanya finans bakanı ile görüştü anadolu ajansı,2018-08-16 07:00:00,8,Minister Albayrak met with the German Minister of Finance Anadolu Agency,minister albayrak met german minister finance anadolu agency,minist albayrak met german minist financ anadolu agenc
"Fri, 02 Mar 2018 08:00:00 GMT",Finans dışı şirketlerin döviz pozisyon açığı 2017'de 212.6 milyar dolar | Döviz haberleri - Bloomberght,finans dışı şirketlerin döviz pozisyon açığı two thousand and seventeen de two hundred and twelve six milyar dolar döviz haberleri bloomberght,2018-03-02 08:00:00,3,foreign exchange position deficit of non-financial companies two hundred and twelve six billion dollars in two thousand and seventeen foreign exchange news bloomberght,foreign exchange position deficit company two hundred twelve six billion dollar two thousand seventeen foreign exchange news bloomberght,foreign exchang posit deficit compani two hundr twelv six billion dollar two thousand seventeen foreign exchang news bloomberght
"Mon, 10 Dec 2018 08:00:00 GMT",Mercedes-Benz Türk’e İlk Kadın CFO Atandı - Mercedes-Benz,mercedes benz türk e i̇lk kadın cfo atandı mercedes benz,2018-12-10 08:00:00,12,The first female CFO was appointed to Mercedes Benz Turk. Mercedes Benz,first female cfo appoint mercedes benz turk mercedes benz,first femal cfo appoint merced benz turk merced benz
"Tue, 06 Nov 2018 08:00:00 GMT",TSPB Başkanı Topaç AA Finans Masası'na konuk olacak - Anadolu Ajansı,tspb başkanı topaç aa finans masası na konuk olacak anadolu ajansı,2018-11-06 08:00:00,11,TSPB President Topaç will be a guest at AA Finance Desk Anadolu Agency,tspb president topaç guest aa finance desk anadolu agency,tspb presid topaç guest aa financ desk anadolu agenc
"Fri, 06 Jul 2018 07:00:00 GMT",Securitas Türkiye büyüyor - Anadolu Ajansı,securitas türkiye büyüyor anadolu ajansı,2018-07-06 07:00:00,7,securitas Türkiye is growing anadolu agency,securitas türkiye grow anadolu agency,securita türkiy grow anadolu agenc
