Tarih,Başlık,Metin,ParsedDate,Month,english_text
"Fri, 21 Sep 2018 07:00:00 GMT","Bakan Pekcan, İkinci İstişare Kurulu Toplantısına katıldı - T.C. Ticaret Bakanlığı",bakan pekcan i̇kinci i̇stişare kurulu toplantısına katıldı t c ticaret bakanlığı,2018-09-21 07:00:00,9,Minister Pekcan attended the second advisory board meeting TR Ministry of Commerce
"Mon, 25 Jun 2018 07:00:00 GMT",Türkiye-EFTA Serbest Ticaret Anlaşması güncellendi - Anadolu Ajansı,türkiye efta serbest ticaret anlaşması güncellendi anadolu ajansı,2018-06-25 07:00:00,6,Türkiye efta free trade agreement updated anadolu agency
"Fri, 10 Aug 2018 07:00:00 GMT",ABD'nin dış ticaret açığı Trump'ın tarifelerine rağmen rekora koşuyor - Anadolu Ajansı,abd nin dış ticaret açığı trump ın tarifelerine rağmen rekora koşuyor anadolu ajansı,2018-08-10 07:00:00,8,US foreign trade deficit hits record despite Trump's tariffs Anadolu Agency
"Fri, 06 Jul 2018 07:00:00 GMT",ABD - Çin ticaret savaşında 34 milyar dolarlık ilk kurşun atıldı - BBC,abd çin ticaret savaşında thirty four milyar dolarlık ilk kurşun atıldı bbc,2018-07-06 07:00:00,7,The first shot worth thirty-four billion dollars was fired in the US-China trade war BBC
"Tue, 13 Nov 2018 08:00:00 GMT",İzmir Ticaret Odası başkanı'ndan adaylık açıklaması - memurlar.net,i̇zmir ticaret odası başkanı ndan adaylık açıklaması memurlar net,2018-11-13 08:00:00,11,"Candidacy statement from the president of the Izmir Chamber of Commerce, officers net"
"Thu, 27 Sep 2018 07:00:00 GMT",Amerika ve Japonya İkili Ticaret Anlaşması Yapabilir - VOA Türkçe,amerika ve japonya i̇kili ticaret anlaşması yapabilir voa türkçe,2018-09-27 07:00:00,9,America and Japan can make a bilateral trade agreement voa turkish
"Fri, 22 Jun 2018 07:00:00 GMT",ABD'nin Çin ile imtihanı: Astronomik ticaret açıkları - Anadolu Ajansı,abd nin çin ile imtihanı astronomik ticaret açıkları anadolu ajansı,2018-06-22 07:00:00,6,"USA's test with China, astronomical trade deficits Anadolu Agency"
"Wed, 15 Aug 2018 07:00:00 GMT",'Dünya Ticaret Örgütünde ABD'yi panele davet ettik' - Anadolu Ajansı,dünya ticaret örgütünde abd yi panele davet ettik anadolu ajansı,2018-08-15 07:00:00,8,We invited the USA to the panel at the World Trade Organization Anadolu Agency
"Wed, 12 Dec 2018 08:00:00 GMT",AP'den Japonya'yla ticaret anlaşmasına onay - Anadolu Ajansı,ap den japonya yla ticaret anlaşmasına onay anadolu ajansı,2018-12-12 08:00:00,12,AP approves trade agreement with Japan Anadolu Agency
"Wed, 24 Oct 2018 07:00:00 GMT",ESKİ GÜMRÜK VE TİCARET BAKANI CENAP AŞÇI'DAN ARSLAN'A ZİYARET - HAK-İŞ Konfederasyonu,eski̇ gümrük ve ti̇caret bakani cenap aşçi dan arslan a zi̇yaret hak i̇ş konfederasyonu,2018-10-24 07:00:00,10,Visit from former Minister of Customs and Trade Cenap Aşçi to Arslan Rights Labor Confederation
"Mon, 21 May 2018 07:00:00 GMT",16 Yılda Hangi Ülkelerle Ticaretimiz Ne Kadar Arttı? - Doğruluk Payı,sixteen yılda hangi ülkelerle ticaretimiz ne kadar arttı doğruluk payı,2018-05-21 07:00:00,5,How much has our trade increased with which countries in sixteen years?
"Wed, 01 Aug 2018 07:00:00 GMT",Yılın son 5 ayında dünya ekonomisinin önündeki en büyük riskler neler? - BBC,yılın son five ayında dünya ekonomisinin önündeki en büyük riskler neler bbc,2018-08-01 07:00:00,8,What are the biggest risks to the world economy in the last five months of the year bbc
"Fri, 22 Jun 2018 07:00:00 GMT",Rusya'daki ticaret ataşeliğinde değişiklik - Türkistan'dan - Haber - TRT Avaz,rusya daki ticaret ataşeliğinde değişiklik türkistan dan haber trt avaz,2018-06-22 07:00:00,6,Change in the trade attaché in Russia news from turkistan trt avaz
"Fri, 19 Oct 2018 07:00:00 GMT",'Türkiye'nin en kapsamlı serbest ticaret anlaşması Singapur ile imzalandı' - Anadolu Ajansı,türkiye nin en kapsamlı serbest ticaret anlaşması singapur ile imzalandı anadolu ajansı,2018-10-19 07:00:00,10,Turkey's most comprehensive free trade agreement was signed with Singapore Anadolu Agency
"Mon, 24 Dec 2018 08:00:00 GMT",TOBB AKADEMİK DANIŞMANLAR TOPLANTISI - Amasya Ticaret ve Sanayi Odası,tobb akademi̇k danişmanlar toplantisi amasya ticaret ve sanayi odası,2018-12-24 08:00:00,12,tobb academic advisors meeting amasya chamber of commerce and industry
"Fri, 18 May 2018 07:00:00 GMT",Çin-ABD ticaret savaşının kazananı kim olur? - Uzmanpara,çin abd ticaret savaşının kazananı kim olur uzmanpara,2018-05-18 07:00:00,5,Who will be the winner of the China-US trade war? Uzmanpara
"Wed, 29 Aug 2018 07:00:00 GMT",Ticaret Savaşları’nın kodları işte bu kitapta - Hürriyet,ticaret savaşları nın kodları işte bu kitapta hürriyet,2018-08-29 07:00:00,8,"The codes of trade wars are in this book, freedom"
"Tue, 25 Sep 2018 07:00:00 GMT",AB’den İran’la Ticaret İçin Önemli Adım - VOA Türkçe,ab den i̇ran la ticaret i̇çin önemli adım voa türkçe,2018-09-25 07:00:00,9,Important step for trade with Iran from the EU voa Turkish
"Mon, 17 Dec 2018 08:00:00 GMT",Dünya ticaret hacmi daralıyor - Uzmanpara,dünya ticaret hacmi daralıyor uzmanpara,2018-12-17 08:00:00,12,World trade volume is shrinking Uzmanpara
"Mon, 19 Nov 2018 08:00:00 GMT","Erdoğan: Rusya güvenilir bir dost, hedefimiz 100 milyar dolarlık ticaret hacmine ulaşmak - BBC",erdoğan rusya güvenilir bir dost hedefimiz one hundred milyar dolarlık ticaret hacmine ulaşmak bbc,2018-11-19 08:00:00,11,"Erdoğan Russia is a reliable friend, our goal is to reach a trade volume of one hundred billion dollars bbc"
"Tue, 20 Nov 2018 08:00:00 GMT",Çabahar Limanı yeni ticaret güzergahı olma yolunda - Anadolu Ajansı,çabahar limanı yeni ticaret güzergahı olma yolunda anadolu ajansı,2018-11-20 08:00:00,11,Caucasian Port is on its way to becoming a new trade route Anadolu Agency
"Sun, 28 Oct 2018 07:00:00 GMT",Cumhuriyet Bu Milletin En Güzel Ortaklığıdır - Giresun Ticaret ve Sanayi Odası,cumhuriyet bu milletin en güzel ortaklığıdır giresun ticaret ve sanayi odası,2018-10-28 07:00:00,10,The Republic is the most beautiful partnership of this nation Giresun Chamber of Commerce and Industry
"Sun, 02 Sep 2018 07:00:00 GMT",Cenevizlilerin ticaret yolundaki kaleler tarihini koruyor - TRT Haber,cenevizlilerin ticaret yolundaki kaleler tarihini koruyor trt haber,2018-09-02 07:00:00,9,Castles on the trade route of the Genoese preserve their history trt news
"Thu, 20 Sep 2018 07:00:00 GMT",Ticaret savaşı ABD'yi 1 milyon kişinin istihdamından etti - Anadolu Ajansı,ticaret savaşı abd yi one milyon kişinin istihdamından etti anadolu ajansı,2018-09-20 07:00:00,9,Trade war has cost the USA one million jobs Anadolu Agency
"Wed, 08 Aug 2018 07:00:00 GMT",E-Ticaret Sitelerine Güven Damgası Geliyor - Branding Türkiye,e ticaret sitelerine güven damgası geliyor branding türkiye,2018-08-08 07:00:00,8,A stamp of trust comes to e-commerce sites branding Türkiye
"Tue, 14 Aug 2018 07:00:00 GMT","Türkiye, Özbekistan'ın dördüncü en büyük ticari ortağı - Anadolu Ajansı",türkiye özbekistan ın dördüncü en büyük ticari ortağı anadolu ajansı,2018-08-14 07:00:00,8,Türkiye is Uzbekistan's fourth largest commercial partner Anadolu Agency
"Mon, 01 Oct 2018 07:00:00 GMT",ABD ile Kanada arasında NAFTA anlaşması - DW,abd ile kanada arasında nafta anlaşması dw,2018-10-01 07:00:00,10,naphtha agreement between usa and canada dw
"Thu, 08 Feb 2018 08:00:00 GMT",Sıçanlar da ticaret yapıyor - rudaw.net,sıçanlar da ticaret yapıyor rudaw net,2018-02-08 08:00:00,2,Rats also trade rudaw net
"Fri, 14 Sep 2018 07:00:00 GMT",Bursa'nın ticaret ve alışveriş vitrini: Kapalı Çarşı - Anadolu Ajansı,bursa nın ticaret ve alışveriş vitrini kapalı çarşı anadolu ajansı,2018-09-14 07:00:00,9,Bursa's trade and shopping showcase Grand Bazaar Anatolian Agency
"Fri, 23 Nov 2018 08:00:00 GMT",Ticaret Bakanı Pekcan mezun olduğu liseyi ziyaret etti - Anadolu Ajansı,ticaret bakanı pekcan mezun olduğu liseyi ziyaret etti anadolu ajansı,2018-11-23 08:00:00,11,Minister of Commerce Pekcan visited the high school he graduated from Anadolu Agency
"Thu, 26 Jul 2018 07:00:00 GMT",ABD Başkanı Trump: Avrupa Birliği'yle gümrükleri karşılıklı kaldırmak için çalışacağız - BBC,abd başkanı trump avrupa birliği yle gümrükleri karşılıklı kaldırmak için çalışacağız bbc,2018-07-26 07:00:00,7,"US President Trump, we will work with the European Union to mutually remove tariffs BBC"
"Thu, 22 Nov 2018 08:00:00 GMT",Yazılı İletişim Ve Raporlama Eğitimi - Giresun Ticaret ve Sanayi Odası,yazılı i̇letişim ve raporlama eğitimi giresun ticaret ve sanayi odası,2018-11-22 08:00:00,11,written communication and reporting training giresun chamber of commerce and industry
"Tue, 27 Nov 2018 08:00:00 GMT",Trump: Brexit Anlaşması ABD-İngiltere ticaretini tehdit ediyor - BBC,trump brexit anlaşması abd i̇ngiltere ticaretini tehdit ediyor bbc,2018-11-27 08:00:00,11,trump brexit deal threatens us uk trade bbc
"Mon, 16 Jul 2018 07:00:00 GMT",Son dakika... Osmaniye Ticaret ve Sanayi Odası'na silahlı saldırı - Hürriyet,son dakika osmaniye ticaret ve sanayi odası na silahlı saldırı hürriyet,2018-07-16 07:00:00,7,Last minute armed attack on Osmaniye Chamber of Commerce and Industry Hürriyet
"Mon, 08 Oct 2018 07:00:00 GMT",Son dakika: Ticaret Bakanlığı'ndan fiyat artışları hakkında açıklama - İş-Yaşam Haberleri - Habertürk,son dakika ticaret bakanlığı ndan fiyat artışları hakkında açıklama i̇ş yaşam haberleri habertürk,2018-10-08 07:00:00,10,Last minute statement from the Ministry of Commerce about price increases business life news haberturk
"Tue, 17 Jul 2018 07:00:00 GMT",Ticaret savaşına karşı en korunmasız paralar - Uzmanpara,ticaret savaşına karşı en korunmasız paralar uzmanpara,2018-07-17 07:00:00,7,Currencies most vulnerable to trade war Uzmanpara
"Mon, 16 Jul 2018 07:00:00 GMT",ABD Türkiye'yi DTÖ'ye şikayet etti - DW,abd türkiye yi dtö ye şikayet etti dw,2018-07-16 07:00:00,7,USA complained about Turkey to WTO dw
"Wed, 19 Dec 2018 08:00:00 GMT",Ticaret Bakanı Ruhsar Pekcan: Türkiye'nin neredeyse tüm iddiaları haklı bulundu - Anadolu Ajansı,ticaret bakanı ruhsar pekcan türkiye nin neredeyse tüm iddiaları haklı bulundu anadolu ajansı,2018-12-19 08:00:00,12,Trade Minister Ruhsar Pekcan Almost all of Turkey's claims were found to be justified Anadolu Agency
"Sun, 28 Oct 2018 07:00:00 GMT",Tarihi külliyede ticaret kadınlara emanet - Anadolu Ajansı,tarihi külliyede ticaret kadınlara emanet anadolu ajansı,2018-10-28 07:00:00,10,Trade in the historical social complex is entrusted to women Anadolu Agency
"Mon, 05 Nov 2018 08:00:00 GMT",Bir E-Ticaret Devi Daha Kepenk İndirdi: 1V1Y Kapanıyor - Branding Türkiye,bir e ticaret devi daha kepenk i̇ndirdi onevoney kapanıyor branding türkiye,2018-11-05 08:00:00,11,"Another e-commerce giant has closed its doors, onevoney is closing down branding Türkiye"
"Sun, 12 Aug 2018 07:00:00 GMT","Tarih, kültür ve ticaret merkezi: Ankara Kalesi - Anadolu Ajansı",tarih kültür ve ticaret merkezi ankara kalesi anadolu ajansı,2018-08-12 07:00:00,8,history culture and trade center ankara castle anadolu agency
"Thu, 20 Sep 2018 07:00:00 GMT",Eynesil Su Ürünleri Kooperatif Başkanı Kılıç’tan Ziyaret - Giresun Ticaret ve Sanayi Odası,eynesil su ürünleri kooperatif başkanı kılıç tan ziyaret giresun ticaret ve sanayi odası,2018-09-20 07:00:00,9,President of Eynesil Fisheries Cooperative Kılı Tan visits Giresun Chamber of Commerce and Industry
"Mon, 09 Jul 2018 07:00:00 GMT",Fransa: ABD ile ticaret savaşı çoktan başladı - Uzmanpara,fransa abd ile ticaret savaşı çoktan başladı uzmanpara,2018-07-09 07:00:00,7,The trade war between France and the USA has already started. Uzmanpara
"Sun, 02 Dec 2018 08:00:00 GMT",Trump: Çin ABD'de üretilen otomobillerde gümrük vergisini kaldırmayı kabul etti - BBC,trump çin abd de üretilen otomobillerde gümrük vergisini kaldırmayı kabul etti bbc,2018-12-02 08:00:00,12,trump china agrees to lift tariffs on cars made in us bbc
"Tue, 23 Jan 2018 08:00:00 GMT",KIRLANGIÇ GELİR İDARESİ GURUP BAŞKANI’NI AĞIRLADI - Amasya Ticaret ve Sanayi Odası,kirlangiç geli̇r i̇daresi̇ gurup başkani ni ağirladi amasya ticaret ve sanayi odası,2018-01-23 08:00:00,1,kirlangiç revenue administration hosted the group president amasya chamber of commerce and industry
"Mon, 13 Aug 2018 07:00:00 GMT",Türkiye ve Venezuela neden yakınlaştı? - BBC,türkiye ve venezuela neden yakınlaştı bbc,2018-08-13 07:00:00,8,Why did Türkiye and venezuela get closer bbc
"Thu, 22 Nov 2018 08:00:00 GMT",Samsun Ticaret Borsası Başkanının oğluna silahlı saldırı - TRT Haber,samsun ticaret borsası başkanının oğluna silahlı saldırı trt haber,2018-11-22 08:00:00,11,"Armed attack on the son of the president of Samsun Commodity Exchange, TRT news"
"Fri, 02 Nov 2018 07:00:00 GMT",Trump: Çin lideri Xi ticaret anlaşması istiyor - Uzmanpara,trump çin lideri xi ticaret anlaşması istiyor uzmanpara,2018-11-02 07:00:00,11,trump wants chinese leader xi trade deal Uzmanpara
"Tue, 10 Apr 2018 07:00:00 GMT",İMEAK Deniz Ticaret Odası Yeni Dönem Meclis Üyeleri Listesi - MarineDeal News,i̇meak deniz ticaret odası yeni dönem meclis üyeleri listesi marinedeal news,2018-04-10 07:00:00,4,imeak chamber of maritime commerce new term council members list marinedeal news
"Sat, 20 Oct 2018 07:00:00 GMT",Giresun Liman İşletmecisi Şehri Bilgilendirmelidir - Giresun Ticaret ve Sanayi Odası,giresun liman i̇şletmecisi şehri bilgilendirmelidir giresun ticaret ve sanayi odası,2018-10-20 07:00:00,10,giresun port operator must inform the city giresun chamber of commerce and industry
"Tue, 27 Mar 2018 07:00:00 GMT",KIRLANGIÇ’A ZİRAAT BANKASI YETKİLİLERİNDEN DAVET - Amasya Ticaret ve Sanayi Odası,kirlangiç a zi̇raat bankasi yetki̇li̇leri̇nden davet amasya ticaret ve sanayi odası,2018-03-27 07:00:00,3,"invitation from officials of Zi̇raat Bank to Kirlangiç, Amasya Chamber of Commerce and Industry"
"Thu, 26 Jul 2018 07:00:00 GMT",TÜPRAŞ Londra`da ticaret ofisi açıyor - Uzmanpara,tüpraş londra da ticaret ofisi açıyor uzmanpara,2018-07-26 07:00:00,7,Tüpraş opens a commercial office in London Uzmanpara
"Tue, 17 Jul 2018 07:00:00 GMT",Ticaret savaşına karşı en korunmasız paralar frank ve İskandinav paraları | Son dakika ekonomi haberleri - Bloomberght,ticaret savaşına karşı en korunmasız paralar frank ve i̇skandinav paraları son dakika ekonomi haberleri bloomberght,2018-07-17 07:00:00,7,The currencies most vulnerable to the trade war are the franc and the Scandinavian currencies. breaking economic news bloomberght
"Sat, 27 Oct 2018 07:00:00 GMT",Hasan Çakırmelikoğlu’ndan Cumhurbaşkanımıza Teşekkür - Giresun Ticaret ve Sanayi Odası,hasan çakırmelikoğlu ndan cumhurbaşkanımıza teşekkür giresun ticaret ve sanayi odası,2018-10-27 07:00:00,10,Thank you from Hasan Çakırmelikoğlu to our President Giresun Chamber of Commerce and Industry
"Thu, 26 Jul 2018 07:00:00 GMT",K24 ÖZEL - Kürtler en çok ne satın alıyor? / İL İL LİSTE - kurdistan24.net,ktwenty four özel kürtler en çok ne satın alıyor i̇l i̇l li̇ste kurdistantwenty four net,2018-07-26 07:00:00,7,ktwenty four special what do kurds buy the most provincial list kurdistantwenty four net
"Mon, 05 Feb 2018 08:00:00 GMT",Sıçanlar birbirleriyle ticaret yapıyor! - birgun.net,sıçanlar birbirleriyle ticaret yapıyor birgun net,2018-02-05 08:00:00,2,Rats trade with each other on a daily basis
"Tue, 17 Jul 2018 07:00:00 GMT",İşte Adnan Oktar'ın mahkeme kararı ile el konulan 86 şirketi - Hürriyet,i̇şte adnan oktar ın mahkeme kararı ile el konulan eighty six şirketi hürriyet,2018-07-17 07:00:00,7,"Here is Adnan Oktar's Eighty Six company, which was seized by the court decision Hürriyet"
"Mon, 24 Dec 2018 08:00:00 GMT",MHP Giresun Belediye Başkan Adayı Yılmaz’dan Ziyaret - Giresun Ticaret ve Sanayi Odası,mhp giresun belediye başkan adayı yılmaz dan ziyaret giresun ticaret ve sanayi odası,2018-12-24 08:00:00,12,Visit from mhp giresun mayor candidate yılmaz giresun chamber of commerce and industry
"Sat, 15 Dec 2018 08:00:00 GMT",İnternet alışverişinde yeni dönem - Anadolu Ajansı,i̇nternet alışverişinde yeni dönem anadolu ajansı,2018-12-15 08:00:00,12,"Anadolu Agency, a new era in internet shopping"
"Wed, 21 Nov 2018 08:00:00 GMT",Mehmet Ağar'ın vekil oğlunun İstanbul Ticaret Odası'nın kayıtlarında 15 kaydı var! - T24,mehmet ağar ın vekil oğlunun i̇stanbul ticaret odası nın kayıtlarında fifteen kaydı var ttwenty four,2018-11-21 08:00:00,11,Mehmet Ağar's proxy son has fifteen records in the records of the Istanbul Chamber of Commerce ttwenty four
"Tue, 20 Mar 2018 07:00:00 GMT","Türkiye, AB'nin beşinci en büyük ticaret ortağı - TRT Haber",türkiye ab nin beşinci en büyük ticaret ortağı trt haber,2018-03-20 07:00:00,3,Türkiye is the fifth largest trading partner of the eu trt news
"Sun, 25 Nov 2018 08:00:00 GMT",Batman ve Diyarbakırlı iş adamları Irak'ta iş birliği protokolü imzaladı - Anadolu Ajansı,batman ve diyarbakırlı iş adamları irak ta iş birliği protokolü imzaladı anadolu ajansı,2018-11-25 08:00:00,11,Batman and businessmen from Diyarbakır signed a cooperation protocol in Iraq Anadolu Agency
"Tue, 19 Jun 2018 07:00:00 GMT",Prof. BALCIOĞLU’ndan Ziyaret - Giresun Ticaret ve Sanayi Odası,prof balcioğlu ndan ziyaret giresun ticaret ve sanayi odası,2018-06-19 07:00:00,6,visit from prof balcioğlu giresun chamber of commerce and industry
"Wed, 10 Oct 2018 07:00:00 GMT",'Afrika'nın kalkınmasına özel önem veriyoruz' - Anadolu Ajansı,afrika nın kalkınmasına özel önem veriyoruz anadolu ajansı,2018-10-10 07:00:00,10,We attach special importance to the development of Africa Anadolu Agency
"Fri, 13 Apr 2018 07:00:00 GMT",İMEAK Deniz Ticaret Odası Yönetim Kurulu ve Organ Seçimi yapıldı - Deniz Haber,i̇meak deniz ticaret odası yönetim kurulu ve organ seçimi yapıldı deniz haber,2018-04-13 07:00:00,4,i̇meak maritime chamber of commerce board and body election was held marine news
"Fri, 29 Jun 2018 07:00:00 GMT",Gelişen ülkeler ticaret savaşı kurbanı! - Dünya Gazetesi,gelişen ülkeler ticaret savaşı kurbanı dünya gazetesi,2018-06-29 07:00:00,6,developing countries are victims of trade war world newspaper
"Mon, 24 Sep 2018 07:00:00 GMT","Çin, ürünlerine ek gümrük vergileri koyan ABD'yi 'zorbalıkla' suçladı - BBC",çin ürünlerine ek gümrük vergileri koyan abd yi zorbalıkla suçladı bbc,2018-09-24 07:00:00,9,BBC accuses the USA of bullying by imposing additional customs duties on Chinese products
"Tue, 12 Jun 2018 07:00:00 GMT",Samuray Giyim Mağazası Açıldı - Giresun Ticaret ve Sanayi Odası,samuray giyim mağazası açıldı giresun ticaret ve sanayi odası,2018-06-12 07:00:00,6,samurai clothing store opened giresun chamber of commerce and industry
"Tue, 07 Aug 2018 07:00:00 GMT","UND Heyeti, Ulaştırma ve Ticaret Bakanlıklarını ziyaret etti - Deniz Haber",und heyeti ulaştırma ve ticaret bakanlıklarını ziyaret etti deniz haber,2018-08-07 07:00:00,8,UND delegation visited the ministries of transport and trade Deniz News
"Thu, 12 Apr 2018 07:00:00 GMT",Mersin Deniz Ticaret Odası’nda seçimler sonuçlandı - Deniz Haber,mersin deniz ticaret odası nda seçimler sonuçlandı deniz haber,2018-04-12 07:00:00,4,"Elections concluded in Mersin Chamber of Maritime Commerce, marine news"
"Wed, 01 Aug 2018 07:00:00 GMT",İstanbul Ticaret Üniversitesi 2018 Taban Puanları ve Başarı Sıralamaları - Onedio,i̇stanbul ticaret üniversitesi two thousand and eighteen taban puanları ve başarı sıralamaları onedio,2018-08-01 07:00:00,8,Istanbul Commerce University Two Thousand and Eighteen Base Scores and Success Rankings Onedio
"Fri, 02 Nov 2018 07:00:00 GMT",AA Finans'ın ekim ayı 'Enflasyon Beklenti Anketi' sonuçlandı - Anadolu Ajansı,aa finans ın ekim ayı enflasyon beklenti anketi sonuçlandı anadolu ajansı,2018-11-02 07:00:00,11,AA Finans' October inflation expectations survey has been concluded. Anadolu Agency
"Wed, 28 Feb 2018 08:00:00 GMT",Türkiye Finans Katılım Bankası Genel Merkez Binası İç Mekan Projesi - Arkitera,türkiye finans katılım bankası genel merkez binası i̇ç mekan projesi arkitera,2018-02-28 08:00:00,2,Türkiye finance participation bank headquarters building interior project arkitera
"Wed, 26 Dec 2018 08:00:00 GMT",Finans dünyasındaki gelişmeleri kullanıcı ihtiyaçları belirliyor - BThaber,finans dünyasındaki gelişmeleri kullanıcı ihtiyaçları belirliyor bthaber,2018-12-26 08:00:00,12,User needs determine the developments in the financial world bthaber
"Thu, 03 May 2018 07:00:00 GMT",Finans Sektörü Ekonomiyi Değerlendirdi - Giresun Ticaret ve Sanayi Odası,finans sektörü ekonomiyi değerlendirdi giresun ticaret ve sanayi odası,2018-05-03 07:00:00,5,financial sector evaluated the economy giresun chamber of commerce and industry
"Wed, 23 May 2018 07:00:00 GMT",Türkiye Finans'ta yeni dönem - MediaCat - MediaCat,türkiye finans ta yeni dönem mediacat mediacat,2018-05-23 07:00:00,5,New era in Turkish finance mediacat mediacat
"Wed, 29 Aug 2018 07:00:00 GMT",AA Finans'ın 'Enflasyon Beklenti Anketi' sonuçlandı - Anadolu Ajansı,aa finans ın enflasyon beklenti anketi sonuçlandı anadolu ajansı,2018-08-29 07:00:00,8,AA Finans' inflation expectation survey has been concluded. Anadolu Agency
"Fri, 26 Oct 2018 07:00:00 GMT","Türkiye, blockchain tabanlı dijital finans merkezi olmaya aday! - BThaber",türkiye blockchain tabanlı dijital finans merkezi olmaya aday bthaber,2018-10-26 07:00:00,10,Türkiye is a candidate to become a blockchain-based digital finance center bthaber
"Wed, 12 Sep 2018 07:00:00 GMT",QNB Finansbank ve Koç Üniversitesi'nden iş birliği - Anadolu Ajansı,qnb finansbank ve koç üniversitesi nden iş birliği anadolu ajansı,2018-09-12 07:00:00,9,"Cooperation between QNB Finansbank and Koç University, Anadolu Agency"
"Wed, 11 Jul 2018 07:00:00 GMT",QNB Finansbank’ta İnsan Kaynaklarına yeni direktör - Anadolu Ajansı,qnb finansbank ta i̇nsan kaynaklarına yeni direktör anadolu ajansı,2018-07-11 07:00:00,7,New director of human resources at QNB Finansbank Anadolu Agency
"Tue, 04 Sep 2018 07:00:00 GMT",Albayrak Londra'da finans kuruluşu yöneticileri ile görüştü - Anadolu Ajansı,albayrak londra da finans kuruluşu yöneticileri ile görüştü anadolu ajansı,2018-09-04 07:00:00,9,Albayrak met with financial institution managers in London Anadolu Agency
"Thu, 10 May 2018 07:00:00 GMT",QNB Finansbank Anadolu Buluşmaları - Anadolu Ajansı,qnb finansbank anadolu buluşmaları anadolu ajansı,2018-05-10 07:00:00,5,qnb Finansbank Anatolian Meetings Anatolian Agency
"Fri, 07 Dec 2018 08:00:00 GMT",'Finans sektörü doğru araçlarla desteklenmeli' - Anadolu Ajansı,finans sektörü doğru araçlarla desteklenmeli anadolu ajansı,2018-12-07 08:00:00,12,The financial sector should be supported with the right tools Anadolu Agency
"Mon, 14 May 2018 07:00:00 GMT","Albaraka Türk, ""Pakistan Ülke Günü"" düzenledi - Anadolu Ajansı",albaraka türk pakistan ülke günü düzenledi anadolu ajansı,2018-05-14 07:00:00,5,albaraka turkish pakistan country day organized anadolu agency
"Wed, 14 Feb 2018 08:00:00 GMT","QNB, Orta Doğu ve Afrika'nın en değerli bankası - Anadolu Ajansı",qnb orta doğu ve afrika nın en değerli bankası anadolu ajansı,2018-02-14 08:00:00,2,QNB is the most valuable bank in the Middle East and Africa Anadolu Agency
"Fri, 11 May 2018 07:00:00 GMT","TEB Özel Bankacılık, ""fark yaratan yatırımlara"" destek olacak - Anadolu Ajansı",teb özel bankacılık fark yaratan yatırımlara destek olacak anadolu ajansı,2018-05-11 07:00:00,5,teb private banking will support investments that make a difference anadolu agency
"Wed, 06 Jun 2018 07:00:00 GMT","TYDTA Başkanı Arda Ermut, AA Finans Masası'na konuk olacak - Anadolu Ajansı",tydta başkanı arda ermut aa finans masası na konuk olacak anadolu ajansı,2018-06-06 07:00:00,6,TYDTA President Arda Ermut will be a guest at the AA Finance Desk Anadolu Agency
"Mon, 22 Jan 2018 08:00:00 GMT",Erhan Topaç AA Finans Masası'na konuk olacak - Anadolu Ajansı,erhan topaç aa finans masası na konuk olacak anadolu ajansı,2018-01-22 08:00:00,1,Erhan Topaç will be a guest at AA Finance Desk Anadolu Agency
"Mon, 19 Nov 2018 08:00:00 GMT",Akbank'a iki uluslararası ödül - Anadolu Ajansı,akbank a iki uluslararası ödül anadolu ajansı,2018-11-19 08:00:00,11,Two international awards to Akbank Anadolu Agency
"Sun, 28 Jan 2018 08:00:00 GMT",TİM Başkanı Büyükekşi AA Finans Masası'na konuk olacak - Anadolu Ajansı,ti̇m başkanı büyükekşi aa finans masası na konuk olacak anadolu ajansı,2018-01-28 08:00:00,1,Team President Büyükekşi will be a guest at AA Finance Desk Anadolu Agency
"Wed, 04 Apr 2018 07:00:00 GMT","TÜSİAD Başkanı Bilecik, AA Finans Masası'na konuk olacak - Anadolu Ajansı",tüsi̇ad başkanı bilecik aa finans masası na konuk olacak anadolu ajansı,2018-04-04 07:00:00,4,TUSIAD President will be a guest at Bilecik AA Finance Desk Anadolu Agency
"Fri, 29 Jun 2018 07:00:00 GMT",Türkiye Finans'tan 130 milyon liralık kira sertifikası halka arzı | Son dakika ekonomi haberleri - Bloomberght,türkiye finans tan one hundred and thirty milyon liralık kira sertifikası halka arzı son dakika ekonomi haberleri bloomberght,2018-06-29 07:00:00,6,one hundred and thirty million lira lease certificate public offering from Türkiye finance last minute economy news bloomberght
"Thu, 08 Feb 2018 08:00:00 GMT","TOKİ Başkanı Turan, AA Finans Masası'na konuk olacak - Anadolu Ajansı",toki̇ başkanı turan aa finans masası na konuk olacak anadolu ajansı,2018-02-08 08:00:00,2,TOKI President Turan AA will be a guest at the Finance Desk Anadolu Agency
"Mon, 12 Nov 2018 08:00:00 GMT","İSO Başkanı Erdal Bahçıvan, AA Finans Masası'na konuk olacak - Anadolu Ajansı",i̇so başkanı erdal bahçıvan aa finans masası na konuk olacak anadolu ajansı,2018-11-12 08:00:00,11,ISO President Erdal Bahçe will be a guest at AA Finance Desk Anadolu Agency
"Fri, 09 Feb 2018 08:00:00 GMT",QNB Finansinvest’in CEO`su BTCTürk`ü satın aldı - Uzmanpara,qnb finansinvest in ceo su btctürk ü satın aldı uzmanpara,2018-02-09 08:00:00,2,qnb Finansinvest's CEO bought BTCTÜRK Uzmanpara
